Country,Year,Disease_Category,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Age_Group,Gender,Population_Affected,Healthcare_Access,Doctors_Per_1000,Hospital_Beds_Per_1000,Treatment_Type,Avg_Treatment_Cost_USD,Availability_of_Vaccines_Treatment,Recovery_Rate,DALYs,Improvement_in_5_Years,Per_Capita_Income_USD,Education_Index,Urbanization_Rate
France,2021,Neurological,Parkinson's,3.089590876062216,9.802616922334115,1.9336608067502306,65+,Other,640488,45.3068255877999,6.97007113444295,14.753438021977432,Combined,8170.395943333183,No,95.82435611708006,7817.568566983909,16.95836544196822,59611.52103062673,0.5583880228284523,87.22362816076148
UK,2016,Neurological,Alzheimer's,14.84484740469598,9.516256759773686,1.2374813515969882,19-35,Male,827471,52.12954685747963,2.879010370377925,11.486107474842761,Combined,41649.04197553443,No,82.31642253833135,752.673164070887,2.036610640819302,77201.93945950505,0.7593621991383452,63.66562712108271
South Korea,2016,Neurological,Multiple Sclerosis,0.2089262809586175,9.003656076794124,5.822783702511338,0-18,Other,899920,93.90578528278712,7.746707884616451,6.004821912825137,Surgery,2189.558305312475,Yes,98.26517429552679,6269.713179613846,17.909079733664147,34759.04482587251,0.31630736677563576,87.90992305626774
France,2010,Infectious,Hepatitis,4.025902319429255,1.6679015832614825,0.43159118938227314,51-65,Male,194636,40.63133481415864,1.346640330760152,5.12228040219166,Vaccination,40201.13596336489,No,59.17516402855888,295.91537661942374,4.116671530203666,72084.04609043853,0.41427763283518443,43.27039856649585
Australia,2022,Cardiovascular,Stroke,3.077918429385563,9.153303549489149,3.933387855339483,0-18,Other,717415,47.87422170833425,4.567676529694814,11.00962574609796,Medication,14595.658488837285,No,85.8381276197973,7463.214492384565,-4.761702851792555,69636.95331973898,0.7271915989140552,45.45750934348759
India,2020,Neurological,Alzheimer's,0.3085018115398932,8.796604638215687,6.391206291666137,65+,Other,783176,84.7243384721844,9.187927814291536,4.558909304389478,Surgery,24207.81229850641,No,57.45662956795537,704.4716252661871,-3.124289050879046,77460.0752299271,0.38932818421821214,92.14210839698282
Australia,2015,Neurological,Parkinson's,11.012281712195001,3.8318041205472566,4.526012323682988,51-65,Male,732440,97.81178964255494,7.208069059272063,7.2720820072370005,Therapy,27221.401246891655,Yes,83.89286919270533,9833.828451459583,-2.7665378900180433,25433.774924862653,0.7447976683531757,77.88394971293259
Japan,2022,Cardiovascular,Stroke,10.432044451283984,4.005773685908994,1.5853047996146397,19-35,Other,402389,80.60293243464284,8.1378615976809,3.2453946718739832,Therapy,38376.75674568794,Yes,95.07273916573168,6179.374272723065,0.17858420513179496,42089.92432080638,0.6088857396275608,82.03710360398611
India,2016,Respiratory,COVID-19,11.906029368888463,4.6530983273560915,3.9476499658127095,36-50,Male,637816,94.41773472278139,9.381836139832199,4.557516542851488,Surgery,44204.51352851366,No,76.26878051514734,1901.7811533243114,-0.3369503554415907,11072.254350069634,0.828968941539534,85.80897384345101
Russia,2020,Neurological,Alzheimer's,3.9248083423220224,6.596138746567528,7.378070259946254,19-35,Female,433072,90.45890964594685,7.970964037144464,2.377394334699501,Medication,40230.783857283626,Yes,87.39026523881245,4735.96714469155,-3.5526501492195006,49318.758755588555,0.30609598800713933,42.92731089957531
UK,2023,Respiratory,Pneumonia,6.720593989536252,2.6822725982318563,4.975982526549786,0-18,Female,111942,68.31823896444017,1.7972557919124177,6.980069830452493,Combined,28659.954386494832,Yes,57.012964701911685,8284.102059622295,17.3848108083243,59924.17598862578,0.7706139273107657,79.4799761065934
Italy,2015,Neurological,Parkinson's,9.920791472161056,0.3271894514554524,5.799775957795257,36-50,Female,886538,59.67787147611345,3.0757813334522743,13.974960154627652,Combined,17465.882150433372,Yes,81.02653394909859,1881.9798361578532,15.707752092499057,22850.87556575141,0.6433265387673759,59.62400715165288
Russia,2015,Chronic,Diabetes,6.652550707933339,1.4981722935126984,2.756484649333868,65+,Other,964010,77.30203395888513,5.499948203091267,2.412043536254917,Vaccination,26375.235465436836,No,53.096402910483405,5414.077157380682,14.07058082542071,17723.9211311689,0.5813271646932658,84.99004276424678
Germany,2011,Infectious,Hepatitis,10.490153977736945,4.457147485010059,1.5890218238241802,51-65,Other,399604,71.47965124628729,1.124720098925942,7.12262916077113,Surgery,1598.0820629108478,No,51.80799593258755,135.4495990014329,6.978334902865745,52964.80122001384,0.3874318006247944,61.322896334373695
UK,2015,Neurological,Parkinson's,9.546203785762588,2.8918254373193983,2.1195736162068686,51-65,Other,680283,41.52392985901091,6.621377329174193,5.1765153648735,Vaccination,12324.507750462808,No,81.06906654917108,7905.419863862595,5.628703845556656,34484.58157237443,0.4404379329387358,82.2187841983884
India,2013,Chronic,Diabetes,1.8082522650304296,7.668713954257705,4.31210299070633,65+,Other,450444,96.48053303486785,6.915201818382365,6.081495264688675,Therapy,18371.152757790205,No,78.06762042814167,2026.6152514080845,5.634112135083452,36992.32193320745,0.7716179743127598,89.57099888259998
India,2018,Cardiovascular,Heart Disease,11.737542504046823,1.1562316984377867,2.31373921352456,0-18,Male,491533,73.644594562947,7.268036150865637,11.800801531082772,Combined,16055.750755160054,No,66.13330595085976,3933.064097528666,1.5441852466546466,40334.01193732039,0.3894053181574009,58.660982950639706
Spain,2021,Chronic,Arthritis,10.838077750478522,9.182905732992557,4.381521820666198,19-35,Female,901941,91.59501570898249,6.001523187393339,7.090604129211288,Combined,4847.832342484725,No,75.13355089870988,5349.412635678655,10.206440337630866,43360.57734461226,0.6164081919595622,65.81507731712308
Canada,2010,Cardiovascular,Stroke,9.87193237549934,8.96373908144472,5.691556226271797,36-50,Male,362349,83.34318008925514,5.071413746661706,10.105506086965478,Vaccination,2632.6286625608245,No,83.53266735505568,1534.1292965282146,-3.5230087238323113,19664.448286909923,0.4245778139867899,69.55833864593382
Spain,2022,Neurological,Parkinson's,2.4108947334379347,9.096692487639553,5.901727421745381,65+,Female,655073,60.10914660856685,8.699933560026324,14.610764284743997,Surgery,21093.66750075023,No,81.59166306768049,9274.04138358731,11.469597772365109,48330.34259307438,0.5935630949947681,77.83133477747509
China,2017,Cardiovascular,Stroke,4.093147087050919,7.422138986172934,1.4010110233226383,0-18,Female,401092,93.1683215398642,7.905994455576246,9.630450815619529,Vaccination,3832.507689581337,Yes,53.60799306110528,4741.180773821672,7.846436596330138,10182.271307348929,0.4528442212151236,86.42578717752198
Spain,2014,Chronic,Arthritis,5.9583377706552465,1.1592997176876332,6.028403705787519,0-18,Male,218150,86.63491883318233,6.511225754449185,5.7234427239370955,Therapy,14381.782121222539,No,83.22784675210161,2394.6572686732957,15.4130055096029,13513.299562815568,0.5106669594854276,51.57144896423708
USA,2010,Infectious,HIV,4.270951362681006,4.437561956558711,5.414236302779637,36-50,Male,805604,65.35770598732925,1.4141232349606354,6.567179801423903,Surgery,23793.80037178932,Yes,82.31712088440729,7377.913432111378,19.318548420752066,58364.63054500741,0.7814665230935516,92.01014881073104
Germany,2013,Respiratory,Pneumonia,3.494373331074359,1.4009131808740911,0.19484055361278277,65+,Male,294808,89.5882166321901,7.2453607816203,10.7427274537815,Therapy,10577.067440773237,Yes,82.81108559175253,8952.712930513151,16.91525344683028,59857.58498492967,0.32227039710053174,83.20701732714812
Russia,2010,Respiratory,Tuberculosis,12.099829285410458,9.878222008334719,0.5650901832090317,19-35,Female,896240,56.021587628722784,6.023448902415227,10.720677266525607,Surgery,4068.792824644138,No,91.52030980610192,9135.442057910293,12.99810361873724,24974.062741143523,0.8545788348498231,47.67439195478578
Japan,2015,Infectious,HIV,9.609660470767015,3.397080391646866,5.205371064697005,19-35,Male,330379,79.570325250683,7.241403222029168,6.153439952565745,Vaccination,21663.450205225072,Yes,78.25842949162801,4368.226002848946,5.819585316075733,18852.21552692048,0.4916291334931787,58.47118697795263
Russia,2011,Respiratory,Bronchitis,8.52553476009873,5.894772364711614,3.1312608065533065,65+,Other,56830,46.760323145825794,3.802688101160497,11.142545257779789,Medication,22478.977274749297,No,95.9571420511321,3658.666610837167,0.3631065509987641,9049.455273993768,0.6576251517924507,53.82496167362416
Russia,2014,Neurological,Parkinson's,3.4666953917134826,7.815991237017796,1.2542215966477606,51-65,Male,733238,91.08029638940508,7.992869152648748,8.70806194703913,Vaccination,45789.15338680314,No,98.02045470187602,9299.648434226152,11.621832930166615,36416.46021293999,0.4330526518269121,48.746230786767725
UK,2016,Neurological,Multiple Sclerosis,13.779340777802755,9.21409923383389,0.45073281744010274,19-35,Female,6749,83.0365273499257,4.761435229754788,14.725885303652483,Surgery,6479.09836456571,Yes,86.84034775854946,623.0977851426863,0.03997772515468423,43178.37469863496,0.5152410863667105,75.4603342388541
India,2011,Chronic,Cancer,2.9486272825500124,7.579922485829464,1.359246891312204,51-65,Female,714912,49.00150204439828,9.05021629487131,13.713275094651015,Therapy,30788.269346113655,No,67.5754059365739,7530.347056530841,-4.4935262518326455,72459.44258341366,0.5757992025069079,43.61866242359514
China,2015,Chronic,Arthritis,11.94476889908769,6.777587409785752,7.664360318140771,65+,Male,888729,41.258741710471696,1.936093722290816,12.533943237526211,Vaccination,16053.158061632012,Yes,57.01182236487073,1857.337379834439,9.330824529907943,5184.49685184215,0.7132479877326263,72.9323922692705
China,2015,Cardiovascular,Hypertension,14.503422733908867,4.713219642177698,5.84776856841066,0-18,Male,536022,63.002204616912415,5.360943533334097,1.4806822260775958,Surgery,6267.531736806383,Yes,90.18685603238086,4708.462785860727,4.853260294255378,35439.59262266542,0.8238541063189591,85.5241789919881
Japan,2014,Chronic,Arthritis,10.933681665441117,6.093461324130188,4.268872825380921,65+,Female,133666,79.84108284799672,2.851639081165264,6.326084224902015,Therapy,19718.040628085113,Yes,57.18498446078632,9541.553290172795,16.900466659233143,36446.13069181799,0.8196776604808171,59.90419967089086
Germany,2014,Neurological,Parkinson's,14.893595750250983,1.0322217076430154,7.538169950431275,0-18,Female,479577,56.705696983856114,5.08122862236071,9.026076430437804,Therapy,21454.08550967434,Yes,57.162301679287005,5853.366446433983,11.144501530740989,71491.54460298448,0.5022054007104676,66.93205300658985
UK,2023,Chronic,Diabetes,9.800661642971406,8.8508331654165,4.990972457684671,65+,Male,409454,97.42205609085902,4.1838781902263875,8.302626908184028,Therapy,18241.86926310907,No,95.0330852500982,5282.063437459663,11.18125258905604,19702.981800265632,0.3532272198757688,47.927847873431524
France,2012,Respiratory,COVID-19,3.3401591196980354,5.4833953575148655,5.832596987417271,51-65,Other,707350,95.14620190450663,8.230907103569583,11.689919623489226,Surgery,38310.063772672904,No,77.43376104084331,711.8275100656512,14.697326190908445,9964.056539146379,0.8550111845226984,79.62252355123444
Australia,2019,Cardiovascular,Heart Disease,3.1369104563760186,0.4973369993059328,2.3329493661963894,51-65,Other,46819,75.27848740673545,2.504523589440976,13.727173715093718,Therapy,41976.402850701415,No,64.37331568991186,2845.671416287962,3.3913000284198507,33620.759840513354,0.3184177732904869,89.9810338933122
Spain,2019,Cardiovascular,Hypertension,4.936007835406597,9.207031044032986,4.752956564354647,65+,Other,553536,58.62034528261691,6.388458719289242,12.020001330585213,Therapy,7521.714911984551,No,97.18621039444318,130.20591894094278,18.95429879082976,50923.810848709734,0.8286387753547213,80.30192437332207
Australia,2020,Neurological,Multiple Sclerosis,0.20623730129299034,4.944089540985,1.233470229952938,0-18,Female,959180,92.87988585948958,4.658360101927076,4.082815370223791,Vaccination,8478.463074318719,Yes,84.65920356423268,8762.556774106262,0.5330372866140509,69360.83329237613,0.3154935450460046,46.76459529048572
Australia,2021,Chronic,Cancer,10.257307204234236,8.699032501453917,3.295416847062426,65+,Other,790334,87.40477960500898,5.662676365403052,7.798570503796818,Therapy,21118.75814735205,Yes,76.20738095093914,6484.061308326361,16.79199742064601,25176.692777031192,0.885972371200475,59.00032175646451
Italy,2011,Respiratory,Tuberculosis,4.1031499909546305,8.583190746633033,0.3625985673942199,0-18,Other,572722,45.08310681101897,7.429631400492569,6.510562536854114,Medication,16077.42915896677,Yes,66.14453248383198,1268.4738860854316,17.77102504135227,23848.359984168124,0.3066883844837239,49.52596638917022
Australia,2016,Chronic,Cancer,12.246230161162016,8.175940715825437,1.811361891903176,51-65,Male,901535,68.10304694794229,4.213910652629714,11.726808858609832,Surgery,40996.72290907764,No,83.15421003807774,3698.3796210352484,-4.023990578390333,29448.249796674336,0.310199525906232,72.41892668705451
China,2010,Infectious,HIV,5.451672493333573,0.7078898910240251,0.6914621724391301,36-50,Male,925909,97.8916788173151,4.303476188474947,13.53173631700826,Therapy,49840.879035438156,No,85.81386321508097,8133.0118778405,10.795552590715708,13867.489105245682,0.6052267829244048,79.7377231585074
Spain,2015,Chronic,Arthritis,7.251351752603359,2.5459597896996677,3.163452674107128,19-35,Other,565103,66.78041708122593,1.6912240984296356,5.01558861872908,Therapy,9137.407534579663,Yes,84.89339884011042,1489.0016625528078,13.735520999997686,78291.14411191388,0.7000619051566195,93.6422611959151
Spain,2015,Neurological,Parkinson's,14.488764856749501,8.767923937407764,6.759977800644072,51-65,Female,150795,95.0415997260767,5.9675344593362345,7.844737837997204,Combined,38150.95312690616,No,59.57154479196835,2379.626512482595,18.845760115637294,45546.33254947881,0.5116687415775443,67.66044624029583
USA,2012,Chronic,Diabetes,3.708364633404429,9.000011454915729,3.0856794401259195,65+,Other,791953,97.66007127413204,4.752138226356198,11.246857865909263,Vaccination,30401.616129210153,No,84.1649676112836,5459.924578901007,1.2844724784525017,25416.740326718493,0.6635380824492658,75.05019315749306
Germany,2011,Cardiovascular,Heart Disease,10.84668605170312,4.63488173745118,6.6699530453576825,65+,Male,109838,62.85419563109525,8.310603204447357,1.6993415977035338,Therapy,32256.760925087234,Yes,78.4908969061224,1534.971798197672,9.046254387428538,32130.284631341023,0.807514240479241,45.86161564980709
Italy,2021,Respiratory,COVID-19,11.351255060650717,4.456410529776602,5.28633666937321,0-18,Male,890664,96.90895014560948,4.953377744595603,14.48300618476596,Vaccination,13295.62930329394,No,91.65373585422982,3888.792755981436,14.327936694313848,69946.70944334887,0.7773505911850737,48.53894084323732
Australia,2011,Neurological,Parkinson's,3.392872547102164,1.8338922754728828,4.125282628383539,19-35,Male,968155,48.138491660836465,9.737174890693769,12.19949533695128,Vaccination,4950.091484742185,Yes,80.61367124922873,9823.064506779998,-1.2911120143054742,55529.33532467159,0.8304472765412574,52.74320552735871
Canada,2023,Infectious,Influenza,7.564852865521715,9.687266808042397,1.9714443767645113,51-65,Other,872979,49.44704722644022,2.5460696841226547,8.598730215305114,Medication,27208.479684476155,No,57.16755740045467,5484.128162321685,16.3245532389081,46490.436277873916,0.39549748054984185,42.98816648933049
France,2022,Respiratory,Pneumonia,5.318008687163228,2.210070906054528,7.385033133468803,19-35,Female,665396,56.316061165263605,3.4035523811653885,11.90110688419376,Surgery,30713.94186030172,Yes,65.60810309041112,7045.125034350556,5.090950785481482,59360.553249446515,0.4347819071168946,62.449690937212026
Russia,2018,Respiratory,Bronchitis,11.601403026661329,1.990274165072579,0.5281863898520628,19-35,Other,242231,67.58581501751026,4.527221662008532,12.709011719973482,Medication,48156.142100135265,No,86.44706559838994,6666.482377688057,10.993771136673038,61686.73132687515,0.6526279846925318,92.31547299338334
India,2020,Cardiovascular,Stroke,9.375001453532658,6.641216804476826,5.542412839820641,51-65,Male,639637,50.680461739992346,2.533787656797702,7.913694422619324,Surgery,33794.03009803496,No,86.25812729378288,2195.988646838019,-3.9490475259319604,19565.8080775024,0.7342016356670642,75.91049013206833
USA,2014,Cardiovascular,Stroke,7.192147517422151,2.504158599704432,5.007795153194014,0-18,Male,720500,60.07048450714591,9.750853535584,7.161003539474514,Combined,22239.846578558918,Yes,60.91302468208169,8476.522530430428,0.5734034687681344,16900.965092462284,0.36441773198781546,63.98181908140036
Spain,2016,Cardiovascular,Hypertension,11.712512649211002,9.39383894904246,3.584228025826562,0-18,Male,927756,46.11553323041187,6.768643595098392,12.727848593675805,Medication,49700.65632657027,Yes,67.37507252969219,1308.296535854803,6.954624799819893,77502.22895061306,0.40537966179501306,67.1633841119442
Spain,2021,Neurological,Multiple Sclerosis,3.6038179931254137,0.20797925364616873,1.9985355468115822,0-18,Male,55797,65.37047866129417,1.10079125999389,13.035407927522018,Vaccination,18724.62484638739,No,50.7506624355615,9223.791838165153,2.2302385629228834,18929.43257641115,0.8537585484662389,48.0643885675021
Brazil,2014,Chronic,Diabetes,11.32896602070695,0.156957297000683,3.5024979010776085,36-50,Other,52833,88.82123056100957,6.2065890507853885,2.730785358454609,Therapy,8211.669243080436,No,66.25352285958718,2239.1115947497365,18.9460813220901,39857.142363704115,0.3155029657401826,45.32074082498775
Italy,2016,Respiratory,Pneumonia,12.994077250183082,5.098280334212435,6.994904531872023,19-35,Other,960884,75.10815874961082,8.03124188940998,13.709789220835452,Combined,30937.204633954443,Yes,51.29061185718298,9551.968436176085,14.873312586666692,78708.55337870415,0.5410758660590933,54.24663542337012
Australia,2022,Chronic,Cancer,13.191461792432829,4.931818353143372,6.710452271014138,36-50,Female,59093,87.79938881923401,1.461700788347827,4.875115584162306,Surgery,13385.906607752346,No,92.77066467834896,7999.838285152113,16.621998000079085,36290.93740459089,0.4265134891252357,56.85725201958277
Italy,2013,Chronic,Cancer,11.776736535992097,1.717303816819014,7.53691187481853,0-18,Male,97651,48.00704902063178,6.201308537289305,10.340343549072948,Medication,46118.02136134287,No,82.66571497188465,1792.7340953554422,6.657947644661954,43613.676670749024,0.7645934144806561,46.75662539982508
Brazil,2017,Cardiovascular,Stroke,6.179411088274204,4.995743673405816,2.5315663323394593,51-65,Other,80414,63.566711624086565,4.368807245653627,10.930346282902258,Combined,21450.631387162754,Yes,97.4882407534051,1687.98663671593,6.841051692194625,64877.26223100886,0.8181513829454483,78.02736800067726
South Korea,2022,Chronic,Cancer,14.728939538495622,4.175444941182866,3.158122851114096,19-35,Other,142211,42.32006935612509,6.233291501878922,4.916130808334612,Medication,7565.8558590487055,Yes,93.70428777705376,936.8414473540263,15.129725317878865,30529.50906580221,0.4481941793708394,90.7746993255046
Russia,2020,Respiratory,Pneumonia,5.755945292954354,8.914262300889451,0.24793660601292028,51-65,Male,190461,61.828763757847355,3.27345344812904,5.258465078079231,Vaccination,7167.365451240886,No,79.57028881407054,2548.8183546282007,4.688318519635381,37327.538174657035,0.6539298054930761,49.59120252790754
Italy,2023,Respiratory,Pneumonia,9.615518446626142,0.19161381014793838,7.549304958288064,65+,Other,749883,76.25536640880988,6.994148968119774,10.888209373263656,Medication,32517.00635990251,Yes,74.64350450524192,6625.156883686229,7.021232577789281,29912.999882391166,0.8059255736450806,86.09710927462818
Spain,2019,Infectious,Malaria,2.5000052532350834,9.765071069826227,2.702181725356424,19-35,Male,71126,73.5632830171896,7.041994980675261,3.451063749898262,Surgery,18358.27566813134,Yes,93.30250004599903,5250.994347616594,8.214743303356896,26554.757418641308,0.6591033955817622,56.407804052864506
China,2022,Neurological,Parkinson's,14.708688589682252,6.28148836652884,3.2928941901106468,51-65,Female,364922,43.55903995950283,5.855549340191978,13.017786697960394,Surgery,18249.854897848076,Yes,64.62233926823353,6172.172819990769,10.178941947057197,40386.35743226822,0.6604219944980809,73.37939240232754
UK,2020,Chronic,Diabetes,10.589390235783481,1.603250111888229,7.271656430434417,0-18,Male,706738,43.66150758703722,9.313784190645942,4.120535811251851,Therapy,30654.965368738343,No,60.952393801171425,408.2919808113384,11.249262285824972,60941.40171907221,0.5477183275486182,44.87842215553848
Spain,2019,Neurological,Parkinson's,11.325325424170888,0.5629241367305458,4.260127598317824,36-50,Male,790405,57.998981189783024,9.185315415716735,5.9164144222057065,Therapy,11153.442635458287,No,70.09103478980433,891.7166762847523,12.018793418996353,70046.60793109964,0.6918137473926862,53.16147325824207
USA,2016,Neurological,Multiple Sclerosis,1.0800728808260547,5.427246019736395,4.572778879868276,51-65,Other,497565,85.51255101796724,1.4278122316185429,4.733218126382873,Surgery,7356.87008891437,No,52.60669442343341,6950.543056968079,6.100231535601813,40258.64970586436,0.8762006424263824,48.694371810541476
Germany,2019,Neurological,Parkinson's,11.474925431888009,2.4254126431210192,1.4922394213922432,65+,Female,387393,41.21402771960574,3.6090447958642797,4.434170444350423,Surgery,32897.399285337524,Yes,64.79661942058951,8494.292599482511,2.3786713770622816,29075.274249413866,0.47977672836852253,48.8702859953953
South Korea,2014,Neurological,Multiple Sclerosis,11.64337909538696,3.0815388163124666,4.03941416446737,0-18,Female,346102,76.33970803529989,4.278329776621474,14.70412731483229,Surgery,361.32812784887625,Yes,54.10033600776299,3658.275591282311,18.00385347438622,73369.44878578903,0.42035883915206634,91.340619770718
Brazil,2020,Respiratory,Tuberculosis,10.109413622797225,2.526808431861685,7.353847947179316,65+,Other,374789,50.83840202467583,1.4974162574263923,4.546542606080614,Combined,45377.51258944619,Yes,52.58038591506112,1748.1758389650258,15.6680424422069,30194.435947599293,0.8748829678267083,60.01136848760201
France,2015,Chronic,Diabetes,4.4494532454761195,6.536705904367857,4.513872896052615,36-50,Female,933892,95.71465830280604,5.712736624560731,9.09660647359161,Medication,9230.24894761983,No,77.01565097554987,3152.719615629288,-4.914065170798286,63125.35729891807,0.3361053150462614,50.78464199700459
India,2014,Infectious,Malaria,7.396381628197134,5.5799367249497225,2.115419280654089,65+,Female,740067,65.38270734819942,1.221234712503468,11.43533947505521,Combined,22448.017401781373,Yes,84.70009548287379,4179.096654824292,7.8230855248254,61146.45928681637,0.8039457315557859,49.42111427124874
France,2016,Neurological,Multiple Sclerosis,1.7454721324998757,0.8719467928659338,0.3463288266646265,51-65,Male,277639,42.82515131865392,7.102619007576538,1.5876427637956123,Vaccination,10652.77890366244,Yes,76.29705150097864,6338.345686584564,1.8650761466412993,8733.18286154683,0.8458775167501464,77.01113523291986
Spain,2021,Infectious,Malaria,7.126647290241373,5.3126126784342365,2.756784010287137,51-65,Other,966277,82.10467033872803,1.0241961300932616,13.342007803208416,Therapy,10989.161469615326,Yes,53.45829145172135,4153.786903396741,11.068224723250594,18322.95748963349,0.43165726945944777,79.51684985207675
USA,2011,Respiratory,Pneumonia,3.7329754037460323,7.932778679076669,4.623468221109218,0-18,Female,185939,68.59195686404243,1.28742934172757,3.1404479201162405,Medication,41766.568213973915,No,69.35349818907372,8980.707133248432,7.5659958843685775,47963.514980148095,0.5554255542750441,93.8866547013435
Australia,2014,Respiratory,Pneumonia,5.301545098761823,0.9038264491212108,0.43664497812955794,36-50,Female,644698,91.99318235351924,8.503778556204669,9.23292074001431,Therapy,29293.172307795347,Yes,55.43662033418199,4072.0027078169696,-4.470838280858001,70072.05076368991,0.3738170825804796,74.4343495447852
Spain,2019,Cardiovascular,Stroke,2.5227460852151093,8.908415864681158,4.917361360600134,36-50,Female,685303,78.45768129480459,3.273483896248265,9.975793684006074,Vaccination,15641.37216373694,No,81.85311860287855,1895.597837742569,13.19431320602132,49549.483032562246,0.5201801445791011,65.23433587660816
Germany,2012,Neurological,Parkinson's,3.527810079428766,5.825235829532518,4.234969234233091,19-35,Male,763275,80.85901401329514,1.7310604438053236,9.813921754778749,Surgery,12629.82662419233,No,90.4939169762927,2558.6116063109316,1.8846692229584923,60703.25583233846,0.574393535739004,52.32810317194426
China,2018,Cardiovascular,Stroke,1.2408727631197323,9.511182245776135,6.28914020641591,19-35,Male,474087,85.26833159434285,4.595198784123472,11.268245681576094,Therapy,10721.835750240569,Yes,55.71858040781271,4705.145993958003,1.5059129783426286,60080.89165193927,0.6057409967940273,42.1634003060838
Russia,2022,Infectious,Malaria,13.806530359910127,1.566598055451519,0.3282165609484985,51-65,Other,642873,64.80090810857567,1.458538404426623,14.03732581120787,Surgery,27766.97281569591,No,53.27578550977024,7846.380481522506,-4.201847064395546,42077.47743859324,0.37347566363530266,88.44328191467301
Canada,2015,Chronic,Cancer,8.00311925083351,9.936293493597821,6.268694024068026,65+,Other,416919,86.76028424057607,7.753691564624553,13.976432475331908,Therapy,36566.391694576196,No,69.89164513527679,8707.127978104298,15.7084041395999,47060.17640426918,0.5421717212520176,83.3870211605404
India,2022,Cardiovascular,Heart Disease,6.011455371814821,6.4783013730998,4.214928661489044,65+,Male,299214,42.98675523509263,5.44732540733913,9.093091911059261,Vaccination,12751.016379434683,No,64.87021014931817,1934.3781220946846,9.470987765438077,10346.116741992366,0.6750868347188446,83.78917066933792
Germany,2019,Respiratory,Pneumonia,8.07193527025488,5.718192574862522,3.0271817289597207,0-18,Other,34563,85.16611687828036,5.967392314648118,6.178862472779335,Therapy,16681.79968163904,No,62.773802689117375,134.3718864129272,7.1210679237647465,74579.92692482681,0.6000856085186699,57.712880305007594
Brazil,2012,Neurological,Multiple Sclerosis,9.461569104375135,5.201268278709645,7.72652551323471,36-50,Other,235813,77.5421624029588,7.777109764278768,5.501064765319477,Vaccination,36046.24324223511,No,60.35841066173855,8707.14723583436,11.895320186606266,55575.9654671052,0.8048517068767298,59.667520503929566
Australia,2016,Infectious,Influenza,13.835994021203302,0.33417829367329627,1.3649444231648191,51-65,Other,544481,73.4332374308892,8.060126391983143,13.41362118045414,Medication,36890.173031437815,No,65.52932581543455,2359.1450240456693,3.6342521649647566,16587.269068423877,0.870642608225703,83.10054825980063
Brazil,2013,Respiratory,COVID-19,2.7625249890660686,9.402427996340823,4.376468440819741,65+,Male,935354,58.77088653460636,2.226326089884713,12.943801454987867,Combined,10445.425273905252,No,97.30334738287202,8234.461124049783,9.23686197467973,23300.418471001576,0.7901123688926187,77.81612525867381
Spain,2023,Chronic,Cancer,4.503732229664742,6.475545281256563,2.6357536413805795,19-35,Male,538015,46.73264389744269,3.522516568735653,5.141506830872588,Vaccination,19171.896269361376,Yes,92.02587627959234,5552.4043034839,1.2318352015064056,5348.909321257191,0.32842908273465155,75.72838711377523
USA,2012,Neurological,Alzheimer's,14.63926111152731,1.0071021965429832,4.267142392483152,51-65,Female,475167,78.18484822224246,2.5809950511507904,3.1328970752966137,Therapy,43510.890480710346,No,79.46649737829469,4100.743875583977,-3.4261214034751446,24800.58002931716,0.4288036482218318,70.50820422889612
Germany,2017,Chronic,Arthritis,5.630775501063013,0.30742648591579647,4.462976075385256,0-18,Female,649522,67.82858509416539,1.4863481089086492,13.05598966806695,Medication,37035.59310832117,Yes,89.22325346759996,1552.8951767051924,9.03358379984706,28746.604223145358,0.35256439200112066,60.25996905376347
Japan,2022,Chronic,Cancer,0.4361685962841818,0.6027580284438382,0.8066411625562816,51-65,Female,378104,52.852846400906905,5.837656526666567,9.516888342732667,Vaccination,8208.516669001761,No,50.72204134989448,6753.167191820876,0.5297929942934587,56235.4605320549,0.560299332029812,80.76930399508481
Australia,2013,Neurological,Multiple Sclerosis,2.2998880402936663,6.133018057979182,5.322967660654963,65+,Female,994981,42.55863487007188,3.2481962968824436,5.383944391270924,Therapy,19359.55010858396,No,55.46131061733422,8199.757942701563,13.751054524384532,40749.3074074441,0.7342802494842007,59.84993568051647
USA,2020,Neurological,Multiple Sclerosis,0.4924466560534251,6.178752607456394,5.112403817760193,0-18,Other,318604,71.78714487848788,2.3858288438831767,9.5490838877883,Vaccination,48667.35971758736,Yes,64.33061575713,4664.831742791244,6.296078981429162,68208.39206290327,0.3194132926366376,80.40863519604505
China,2010,Chronic,Diabetes,14.849854822068854,5.046706188636267,6.178791469612265,19-35,Other,260563,47.4514818169709,5.5913254137815285,1.9267555121526745,Vaccination,26316.342448921696,Yes,81.55105099080747,4518.917944155513,1.2599619886807014,11509.03339411296,0.46022957397526354,50.47341769414851
Australia,2015,Infectious,Influenza,4.255175649969223,3.1369816244642204,0.816202099907451,19-35,Male,802650,94.83574382020072,6.706135316160747,3.661914583895353,Surgery,35995.37331843962,No,93.28728539262781,7577.263080624405,10.208646698538638,58026.63376087719,0.35633953585089684,72.47519851638988
